PR URL,PR Title,PR createdAt,PR mergedAt,stars,fork,language
https://github.com/brboi/odoo-env/pull/7,"

https://claude.ai/code/session_01TwKZ7DG7paZqYkG6vJo7dn",2026-03-12T11:19:59Z,2026-03-12T12:10:13Z,0,False,Python
https://github.com/homeassistant-ai/ha-mcp/pull/805,Clarify Claude.ai connection error and stateless session logs,2026-03-22T12:12:21Z,2026-03-25T07:38:06Z,1827,False,Python
https://github.com/michaelbarlok/athens-pickleball/pull/137,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01BJ5zJMBBVCiHLd9M5Jaas9",2026-03-24T01:37:22Z,2026-03-24T01:37:29Z,0,False,TypeScript
https://github.com/pipeshub-ai/mcp-server/pull/28,update claude.ai auth callback url,2026-03-10T02:39:11Z,2026-03-10T03:58:56Z,2,False,JavaScript
https://github.com/smartcrabai/seher/pull/80,fix: handle null utilization in claude.ai usage response,2026-03-21T07:02:07Z,2026-03-21T07:05:28Z,0,False,Rust
https://github.com/packetqc/knowledge/pull/1066,"Update session memory

https://claude.ai/code/session_01FuJmbiS4Kq5GMatrbmphj9",2026-03-22T02:30:31Z,2026-03-22T02:30:36Z,1,False,Python
https://github.com/FloLey/Lucid/pull/68,"

  



https://claude.ai/code/session_01CEXX4uq7cGDnaA9ttPbmvC",2026-03-09T12:17:19Z,2026-03-09T12:17:32Z,1,False,Python
https://github.com/miksrv/arduino-weather-station/pull/204,"Update Project Documentation, Integration with Claude.AI",2026-03-13T02:47:45Z,2026-03-15T05:22:46Z,86,False,PHP
https://github.com/PNWBNW/pnw_employment_portal_v1/pull/43,docs: add design brief for Claude.ai visual improvement workflow,2026-03-23T18:52:22Z,2026-03-23T18:52:43Z,1,False,TypeScript
https://github.com/magarikado0/lifestrata/pull/2,"Add end time support for tasks

https://claude.ai/code/session_012i827uc5TAfR2MePJMded5",2026-03-29T09:07:12Z,2026-03-29T09:07:28Z,1,False,TypeScript
https://github.com/ai-meharbnsingh/Cold_start_addverb/pull/1,"Delete all files from repo

https://claude.ai/code/session_01Aj65gqubZaVcCKCao6rnw9",2026-03-27T10:40:21Z,2026-03-27T10:40:33Z,0,False,Python
https://github.com/kursku/skills/pull/4,docs: update install flow to claude.ai/customize/skills,2026-03-20T11:46:40Z,2026-03-20T12:37:32Z,1,False,Python
https://github.com/kstep/dnd-pc/pull/73,"Remove gap from damage-tag

https://claude.ai/code/session_01NooFXVscfpdZdpfobpLvFC",2026-03-29T13:24:10Z,2026-03-29T14:34:51Z,0,False,Rust
https://github.com/bastelix/edocs-cloud/pull/5659,Add ticket tool support and Claude.ai CORS access for MCP,2026-03-29T01:17:42Z,2026-03-29T01:17:49Z,0,False,PHP
https://github.com/AceDataCloud/SoraMCP/pull/27,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:40Z,2026-03-20T16:07:55Z,0,False,Python
https://github.com/koala73/worldmonitor/pull/2418,feat(mcp): OAuth 2.0 Authorization Server for claude.ai connector,2026-03-28T09:38:00Z,2026-03-28T10:53:32Z,45393,False,TypeScript
https://github.com/carlyou/chatlog/pull/4,feat: support claude.ai/code,2026-03-04T02:07:04Z,2026-03-04T02:07:10Z,0,False,TypeScript
https://github.com/Skyler2437/AmboPortal/pull/86,Fix OAuth: use 303 redirect for Claude.ai popup flow,2026-03-19T12:57:06Z,2026-03-19T12:57:10Z,0,False,TypeScript
https://github.com/michaelbarlok/athens-pickleball/pull/132,"Update TypeScript build cache

https://claude.ai/code/session_01BJ5zJMBBVCiHLd9M5Jaas9",2026-03-22T20:09:52Z,2026-03-22T20:09:57Z,0,False,TypeScript
https://github.com/ChBrain/KAIWorlds/pull/13,"docs: remove Claude.ai constraint — validated on Claude, Grok, Copilot, Gemini",2026-03-24T19:54:45Z,2026-03-24T20:00:04Z,0,False,
https://github.com/yuto2245/swell_child/pull/13,ComposerをClaude.ai風2段構造にリデザイン,2026-03-28T13:11:42Z,2026-03-28T13:19:11Z,0,False,CSS
https://github.com/packetqc/knowledge/pull/1067,"Update session memory files

https://claude.ai/code/session_01FuJmbiS4Kq5GMatrbmphj9",2026-03-22T02:41:28Z,2026-03-22T02:41:34Z,1,False,Python
https://github.com/Rzempal/karton-subs/pull/14,"docs: dodaj SelectionController do backlogu roadmapy

https://claude.ai/code/session_01Ku9bkAyoUMBewkxECnZ4jG",2026-03-29T09:12:45Z,2026-03-29T09:13:10Z,0,False,HTML
https://github.com/Miyamura80/GTM-Stack/pull/19,Fix lint_links scanning node_modules and failing on claude.ai URL,2026-03-27T21:10:07Z,2026-03-27T21:30:53Z,0,False,TypeScript
https://github.com/SubliminalGuy/sopitadeletras/pull/4,"Translate all UI text to Spanish

https://claude.ai/code/session_011cWtC5Re5NWT8juaTQT2PA",2026-03-29T15:19:40Z,2026-03-29T15:19:46Z,0,False,Vue
https://github.com/michaelbarlok/athens-pickleball/pull/115,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01N4sxz2Lx3tcA1G6k4y5jth",2026-03-18T02:35:37Z,2026-03-18T02:35:42Z,0,False,TypeScript
https://github.com/longbridge/developers/pull/379,docs: clarify manual-only install for Claude.ai and ChatGPT,2026-03-23T13:51:00Z,2026-03-23T14:02:41Z,31,False,TypeScript
https://github.com/michaelbarlok/athens-pickleball/pull/113,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01N4sxz2Lx3tcA1G6k4y5jth",2026-03-18T00:29:35Z,2026-03-18T00:29:41Z,0,False,TypeScript
https://github.com/michaelbarlok/athens-pickleball/pull/109,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01N4sxz2Lx3tcA1G6k4y5jth",2026-03-18T00:04:59Z,2026-03-18T00:05:04Z,0,False,TypeScript
https://github.com/BruinGrowly/Novel-Computing-Architecture/pull/46,Add comprehensive briefing document for Claude.AI chatbot sessions,2026-03-17T09:46:20Z,2026-03-17T09:46:30Z,0,False,Python
https://github.com/michaelbarlok/athens-pickleball/pull/103,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01N4sxz2Lx3tcA1G6k4y5jth",2026-03-17T23:23:29Z,2026-03-17T23:23:34Z,0,False,TypeScript
https://github.com/tokumori-ottie/yori-web/pull/3,"Add .gitignore to protect env files

https://claude.ai/code/session_01SofWHfP9PyV2DWithFiYkC",2026-03-28T03:14:35Z,2026-03-28T03:14:43Z,0,False,TypeScript
https://github.com/NextHeberg/Planka-MCP-Server-for-Claude/pull/1,Add Planka MCP Server for Claude.ai integration,2026-03-12T15:39:27Z,2026-03-12T15:39:40Z,0,False,TypeScript
https://github.com/BARONFANTHE/seeaifirst/pull/38,PENDING-003: Update Claude.ai card — model refresh + Cowork merge,2026-03-18T10:04:53Z,2026-03-18T10:05:58Z,27,False,HTML
https://github.com/deepakjois/debugjois.dev/pull/56,"disable gdrive sync workflow

https://claude.ai/code/session_01Sjbq5hub2LaJ62UY6jUfbY",2026-03-14T09:57:57Z,2026-03-14T09:58:25Z,1,False,Go
https://github.com/airutorg/airut/pull/444,Allow claude.ai/install.sh and GCS dist bucket in network allowlist,2026-03-27T07:30:28Z,2026-03-27T07:43:08Z,52,False,Python
https://github.com/Some1lovesu/wockcounter/pull/25,"Rename /inspirobot command to /motivateme

https://claude.ai/code/session_01WXQACiaFMUCo9QVe6VZVXV",2026-03-26T19:00:38Z,2026-03-26T19:00:45Z,0,False,Python
https://github.com/XPollination/xpollination-mindspace/pull/96,feat: MCP OAuth 2.1 authorization server for Claude.ai integration,2026-03-23T12:10:10Z,2026-03-23T12:13:34Z,1,False,HTML
https://github.com/ivarmartin/3d-workflow/pull/28,"Update scale bar to 120m

https://claude.ai/code/session_01WYd7g5avNheV3GveGAPJyq",2026-03-24T19:15:47Z,2026-03-24T19:15:56Z,0,False,JavaScript
https://github.com/AceDataCloud/VeoMCP/pull/26,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:45Z,2026-03-20T16:08:03Z,0,False,Python
https://github.com/AceDataCloud/NanoBananaMCP/pull/26,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T10:32:53Z,2026-03-20T16:07:38Z,3,False,Python
https://github.com/AceDataCloud/MidjourneyMCP/pull/28,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:24Z,2026-03-20T16:07:47Z,2,False,Python
https://github.com/shlima/keneetic-antifilter/pull/19,Added auto-updating IP ranges for Claude API (claude.ai).,2026-03-22T07:56:18Z,2026-03-22T18:43:40Z,305,False,Batchfile
https://github.com/Kyle-DeCubellis/Carr-Colleary/pull/6,"Add car SVG favicon

https://claude.ai/code/session_01Xjv5ZvWdMPvsuo5bfvdG5u",2026-03-21T20:16:42Z,2026-03-21T20:16:46Z,0,False,CSS
https://github.com/alekkemeny-ant/metadata-capture/pull/7,Mobile support + claude.ai-style unified sidebar,2026-03-08T21:47:00Z,2026-03-08T21:47:18Z,0,False,Python
https://github.com/AceDataCloud/SeedreamMCP/pull/20,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:31Z,2026-03-20T14:23:26Z,0,False,Python
https://github.com/AceDataCloud/FluxMCP/pull/22,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:18Z,2026-03-20T14:23:16Z,0,False,Python
https://github.com/HansGR/WorldsCollide/pull/209,"Add comment listing remaining unused opcodes

https://claude.ai/code/session_01KAQgD5K9Y4mdiDAyggNSbj",2026-03-26T21:45:19Z,2026-03-26T21:45:26Z,0,True,Python
https://github.com/mawegrzyn-ux/macaroonie/pull/3,"Allow PWA to rotate freely (orientation: any)

https://claude.ai/code/session_014QQTRuREbQtmW75eUJD6Pt",2026-03-29T14:47:13Z,2026-03-29T14:47:27Z,0,False,JavaScript
https://github.com/stephen-dc/donorschoose-remix/pull/12,Fix cloud setup instructions to use actual claude.ai/code steps,2026-03-27T14:58:11Z,2026-03-27T14:59:03Z,1,False,TypeScript
https://github.com/timothyfroehlich/PinPoint/pull/1097,chore: remove plugins replaced by claude.ai connectors,2026-03-09T15:08:24Z,2026-03-11T01:20:04Z,1,False,TypeScript
https://github.com/AceDataCloud/ShortURLMCP/pull/21,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:36Z,2026-03-20T14:23:32Z,0,False,Python
https://github.com/ivarmartin/3d-workflow/pull/6,"Set grid rotation to 45°

https://claude.ai/code/session_01WYd7g5avNheV3GveGAPJyq",2026-03-23T18:09:14Z,2026-03-23T18:09:23Z,0,False,JavaScript
https://github.com/AdaWorldAPI/lance-graph/pull/68,"docs: add compression verification prompt from main

https://claude.ai/code/session_01Y69Vnw751w75iVSBRws7o7",2026-03-30T00:01:13Z,2026-03-30T00:01:19Z,0,True,Rust
https://github.com/NXD-Solutions/.github/pull/148,Add decision record: Claude Code / claude.ai file separation,2026-03-16T21:40:33Z,2026-03-16T21:41:11Z,1,False,TypeScript
https://github.com/brendanlong/lion-reader/pull/736,Fix MCP auth discovery for claude.ai,2026-03-07T20:41:02Z,2026-03-07T20:44:07Z,9,False,TypeScript
https://github.com/AceDataCloud/SerpMCP/pull/26,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:33Z,2026-03-20T16:07:51Z,0,False,Python
https://github.com/AceDataCloud/LumaMCP/pull/26,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:22Z,2026-03-20T16:07:43Z,0,False,Python
https://github.com/wonderfulawsome/Passive-Financial-Data-Analysis/pull/22,"차트 로딩 오버레이 복구

https://claude.ai/code/session_016k7Y867bxrqt1VrZTmRkeb",2026-03-18T09:08:23Z,2026-03-18T09:08:31Z,1,False,Jupyter Notebook
https://github.com/fiddur/aurboda/pull/410,feat: OAuth 2.1 for MCP server (Claude.ai custom connectors),2026-03-21T09:03:15Z,2026-03-21T09:23:02Z,6,False,TypeScript
https://github.com/michaelbarlok/athens-pickleball/pull/83,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01Pn9trJCSA2BidM7o7cgiGx",2026-03-15T14:25:05Z,2026-03-15T14:27:15Z,0,False,TypeScript
https://github.com/raisen/personal-tracker/pull/23,Remove claude.ai references from insight prompts UI,2026-03-11T04:51:35Z,2026-03-11T04:51:41Z,0,False,Kotlin
https://github.com/AceDataCloud/SeedanceMCP/pull/19,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:27Z,2026-03-20T14:23:22Z,0,False,Python
https://github.com/yuens1002/resume-agent/pull/24,feat(oauth): add client_credentials grant for claude.ai custom connector auth,2026-03-29T13:29:31Z,2026-03-29T13:33:18Z,0,False,TypeScript
https://github.com/bauti-defi/claude-collab/pull/1,feat: web chat UI + remote MCP for claude.ai,2026-03-14T19:44:43Z,2026-03-14T19:44:50Z,4,False,Go
https://github.com/michaelbarlok/athens-pickleball/pull/61,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01Pn9trJCSA2BidM7o7cgiGx",2026-03-14T17:42:36Z,2026-03-14T17:42:41Z,0,False,TypeScript
https://github.com/michaelbarlok/athens-pickleball/pull/59,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01Pn9trJCSA2BidM7o7cgiGx",2026-03-14T16:44:44Z,2026-03-14T16:44:52Z,0,False,TypeScript
https://github.com/aegis-initiative/aegis-governance/pull/42,Docs: lean CLAUDE.md + vision document + Claude.ai YAML,2026-03-13T13:52:23Z,2026-03-13T13:52:31Z,3,False,Python
https://github.com/michaelbarlok/athens-pickleball/pull/55,"Update tsconfig.tsbuildinfo

https://claude.ai/code/session_01Pn9trJCSA2BidM7o7cgiGx",2026-03-14T14:16:06Z,2026-03-14T14:16:10Z,0,False,TypeScript
https://github.com/gbbragadev/vibe-workbook/pull/15,feat: frontend redesign — macOS/iOS + Claude.ai aesthetic,2026-03-08T23:53:43Z,2026-03-08T23:56:50Z,0,False,HTML
https://github.com/michaelbarlok/athens-pickleball/pull/117,"Update tsconfig build info

https://claude.ai/code/session_01N4sxz2Lx3tcA1G6k4y5jth",2026-03-18T03:59:52Z,2026-03-18T03:59:58Z,0,False,TypeScript
https://github.com/Gnadi/0815Poll/pull/31,"Update package-lock.json after npm install

https://claude.ai/code/session_015t93bJ8Bb1jD8pJETx7ne4",2026-03-25T10:02:59Z,2026-03-25T10:08:12Z,1,False,TypeScript
https://github.com/Rzempal/karton-subs/pull/11,"OTA update setup, konfiguracja deploy, dokumentacja templates

https://claude.ai/code/session_01H6t28qLVEzDtvkP3DoUCQD",2026-03-28T08:51:50Z,2026-03-28T08:51:54Z,0,False,HTML
https://github.com/ArthurDevel/voicecc/pull/60,Display all MCP servers including claude.ai managed ones,2026-03-10T20:53:44Z,2026-03-10T20:57:10Z,6,False,TypeScript
https://github.com/ZenPrivacy/filter-lists/pull/34,privacy: block tracking GIF on claude.ai,2026-03-04T22:12:54Z,2026-03-04T22:13:03Z,10,False,Adblock Filter List
https://github.com/packetqc/knowledge/pull/1052,"chore: update session memory files

https://claude.ai/code/session_018NPnMLTspWpBNqGw1XKgzC",2026-03-20T16:05:38Z,2026-03-20T16:05:45Z,1,False,Python
https://github.com/kstep/dnd-pc/pull/68,"Rename local variable resistances to damage_modifiers

https://claude.ai/code/session_01NooFXVscfpdZdpfobpLvFC",2026-03-29T08:49:23Z,2026-03-29T08:49:29Z,0,False,Rust
https://github.com/martymcenroe/Clio/pull/13,feat: add Claude.ai conversation extraction,2026-02-28T07:25:21Z,2026-02-28T07:25:25Z,4,False,JavaScript
https://github.com/Cosxin/drift/pull/2,"Remove stack section from README

https://claude.ai/code/session_013r6gXYfuujoYpubYW4Cp5k",2026-03-19T15:11:43Z,2026-03-19T15:11:55Z,0,False,HTML
https://github.com/jonschull/ERA_Admin/pull/862,docs: add Claude.ai issue bridge to What's Running table,2026-03-18T19:17:01Z,2026-03-18T19:17:11Z,0,False,HTML
https://github.com/danpolo/transportation-manager/pull/25,"chore: bump to v50

https://claude.ai/code/session_01W7Q51i63MU6eFaJXn79FEk",2026-03-18T18:29:51Z,2026-03-18T18:29:59Z,0,False,HTML
https://github.com/amruthpillai/reactive-resume/pull/2829,feat(mcp): add OAuth 2.1 for claude.ai MCP connector,2026-03-20T07:29:35Z,2026-03-24T10:03:56Z,36022,False,TypeScript
https://github.com/Butanium/butanium.github.io/pull/12,"Add OOC citation about Clément cinematic universe

https://claude.ai/code/session_01AGfjcwMRZe3NFNv1sEDJBo",2026-03-24T11:50:21Z,2026-03-24T11:50:26Z,0,False,HTML
https://github.com/AdaWorldAPI/ndarray/pull/40,"rename: crates/burn-adaworld → crates/burn (agnostic name)

https://claude.ai/code/session_01Y69Vnw751w75iVSBRws7o7",2026-03-29T08:04:43Z,2026-03-29T08:59:05Z,0,False,Rust
https://github.com/Kyle-DeCubellis/Jenny/pull/6,"Remove broken spin class photo placeholder

https://claude.ai/code/session_01LtZLHnLN3ccnBggsJojZFa",2026-03-23T01:07:02Z,2026-03-23T01:07:08Z,0,False,HTML
https://github.com/LucasOnTheHub/bring-mcp/pull/4,fix: fix MCP server OAuth auth for Claude.ai connectivity,2026-03-15T19:38:14Z,2026-03-15T19:38:25Z,0,True,TypeScript
https://github.com/alanchelmickjr/memoRable/pull/60,fix: accept unregistered PKCE clients (Claude.ai),2026-03-01T08:09:17Z,2026-03-01T08:11:33Z,8,False,TypeScript
https://github.com/koala73/worldmonitor/pull/2416,fix(mcp): use public CORS (*) so claude.ai and external MCP clients connect,2026-03-28T09:09:50Z,2026-03-28T09:12:03Z,45393,False,TypeScript
https://github.com/AceDataCloud/SunoMCP/pull/28,feat: add OAuth 2.1 support for Claude.ai Connectors,2026-03-20T12:50:43Z,2026-03-20T16:07:59Z,3,False,Python
https://github.com/screeem/screeem/pull/14,Add tabbed Claude.ai/Desktop setup UI to dashboard,2026-03-07T22:56:33Z,2026-03-19T19:22:34Z,0,False,HTML
https://github.com/stasHrytsko/floristapp/pull/92,"Remove bot access restriction — allow all users

https://claude.ai/code/session_01E92YwyYvf8312DDQUZmQnp",2026-03-26T07:01:41Z,2026-03-26T07:01:49Z,1,False,JavaScript
https://github.com/wonderfulawsome/Passive-Financial-Data-Analysis/pull/26,"차트 탭 이름을 'AI차트'로 변경

https://claude.ai/code/session_011xbohzqPmzJ9SZXEvbU1ZY",2026-03-22T05:43:56Z,2026-03-22T05:44:02Z,1,False,Jupyter Notebook
https://github.com/tokumori-ottie/yori-web/pull/7,"Fix contact email to tokumori.pudding@gmail.com

https://claude.ai/code/session_01XYr6RW6knWdaCWB1ox69Wk",2026-03-29T00:01:45Z,2026-03-29T00:01:52Z,0,False,TypeScript
https://github.com/Rzempal/karton-subs/pull/22,"fix: snackbar — dodanie showCloseIcon (przycisk X do zamknięcia)

https://claude.ai/code/session_01Ku9bkAyoUMBewkxECnZ4jG",2026-03-29T14:06:17Z,2026-03-29T14:06:22Z,0,False,HTML
https://github.com/aperisic85/Claudia/pull/10,Fix OAuth authorize URL: use platform.claude.com not claude.ai,2026-03-21T09:44:42Z,2026-03-21T09:44:50Z,0,False,Rust
https://github.com/umeyoshi7/chem_eng_app/pull/2,"Add .gitignore to exclude __pycache__

https://claude.ai/code/session_01KARVV4smbdbh5XGisn2szK",2026-03-19T04:39:24Z,2026-03-19T04:39:50Z,0,False,Python
https://github.com/philip-730/senzu/pull/22,"docs(readme): update install section for PyPI

https://claude.ai/code/session_012Vw2AqG8oWJiGcdrXiY1a7",2026-03-28T00:00:55Z,2026-03-28T00:01:50Z,0,False,Python
https://github.com/jnsartwell/demery-bot/pull/20,"Simplify comedian references and add content restrictions

https://claude.ai/code/session_01MsgWavmtjZaVGnL7261xJh",2026-03-23T03:51:44Z,2026-03-23T03:52:41Z,0,False,Python
https://github.com/EPPCAGE/SIGA/pull/191,chore: remove landing.html obsoleta https://claude.ai/code/session_01…,2026-03-18T14:27:58Z,2026-03-18T14:28:31Z,0,False,HTML
https://github.com/packetqc/knowledge/pull/1065,"Update session memory with fix summary

https://claude.ai/code/session_01FuJmbiS4Kq5GMatrbmphj9",2026-03-22T02:07:41Z,2026-03-22T02:07:46Z,1,False,Python
https://github.com/AdaWorldAPI/lance-graph/pull/53,"chore: update Cargo.lock after ndarray dep addition

https://claude.ai/code/session_01NprBwsPUZkxE5hwyvZNoek",2026-03-28T15:58:26Z,2026-03-28T15:58:32Z,0,True,Rust
https://github.com/michaelbarlok/athens-pickleball/pull/80,"Update tsconfig build info

https://claude.ai/code/session_01Pn9trJCSA2BidM7o7cgiGx",2026-03-15T01:49:03Z,2026-03-15T01:49:07Z,0,False,TypeScript
https://github.com/packetqc/knowledge/pull/1058,"chore: update K_MIND session memory

https://claude.ai/code/session_01MYV6uSSMQPWoTtnvE854yW",2026-03-21T14:29:06Z,2026-03-21T14:29:15Z,1,False,Python
https://github.com/bonitasoft-ps/claude-code-toolkit/pull/23,learning: BPMN visualization in Claude.ai: always generate 3 artifacts,2026-03-16T13:09:46Z,2026-03-16T13:25:21Z,0,False,Shell
https://github.com/liorgreenb/Shakedcv/pull/1,"Add .gitignore to exclude macOS zip metadata

https://claude.ai/code/session_01MgY9SeL5qg45hFUtA2m55a",2026-03-25T01:56:43Z,2026-03-25T01:57:05Z,0,False,TypeScript
https://github.com/BeFeast/ok-gobot/pull/115,feat: Anthropic OAuth provider (claude.ai MAX subscription),2026-03-04T13:28:26Z,2026-03-04T13:38:32Z,1,False,Go
https://github.com/AdaWorldAPI/ndarray/pull/50,"data: Llama 4 Scout BF16 shard 2/5 → bgz17

https://claude.ai/code/session_01Y69Vnw751w75iVSBRws7o7",2026-03-30T01:51:41Z,2026-03-30T01:51:48Z,0,False,Rust
https://github.com/ProxyAyush/KGMU_AI_Chatbot/pull/11,"Add RTI reference link before holiday section

https://claude.ai/code/session_01QzRE5AntAtD4eA92JyUd3R",2026-03-26T05:54:23Z,2026-03-26T05:54:30Z,1,False,JavaScript
https://github.com/AceDataCloud/NanoBananaMCP/pull/37,"docs: update README with /mc endpoint, Claude.ai OAuth, new env vars",2026-03-21T07:41:30Z,2026-03-21T07:44:41Z,3,False,Python
https://github.com/NextHeberg/Planka-MCP-Server-for-Claude/pull/2,Add OAuth 2.0 support for Claude.ai custom connectors,2026-03-13T09:43:01Z,2026-03-13T09:43:25Z,0,False,TypeScript
https://github.com/evgenii-prusov/budget-tracker/pull/112,feat(mcp): add OAuth 2.1 for Claude.ai remote connector,2026-03-14T22:35:34Z,2026-03-14T22:49:39Z,0,False,Python
https://github.com/dboneku/confluence-publisher/pull/1,Add web skill variants for Claude.ai / coworker environments,2026-03-12T03:29:38Z,2026-03-12T03:29:46Z,0,False,Python
https://github.com/ivarmartin/3d-workflow/pull/17,"Remove grid text labels from flight paths

https://claude.ai/code/session_01WYd7g5avNheV3GveGAPJyq",2026-03-24T13:07:08Z,2026-03-24T13:07:21Z,0,False,JavaScript
https://github.com/packetqc/knowledge/pull/1047,"chore: save session memory (far + near)

https://claude.ai/code/session_01Bt3YpdGvN5XrrfZLyi4ieY",2026-03-20T12:24:15Z,2026-03-20T12:24:22Z,1,False,Python
